"RBP_CDE_RISK_BOOK","RBP_UID_USERID","RBP_TSP_REC_CREATE","RBP_TSP_REC_UPDATE","RBP_UID_REC_CREATE","RBP_UID_REC_UPDATE","RBP_IND_BUY_SELL","RBP_IND_MARK","RBP_IND_VIEW_PRCES","RBP_IND_PRIMARY"
"GTS  ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"BPB  ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"TEST ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"RTZ  ","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"BKGOV","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"RISKI","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"RISKC","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"RISKA","LIQSVR03","2020-10-08 08:49:25","2020-10-08 08:49:25","LIQSVR05","LIQSVR05","Y","N","Y","N"
"CORPF","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","LIQAPP05","2020-10-08 14:13:17","2020-10-08 14:13:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","LIQAPP04","2020-10-08 14:44:31","2020-10-08 14:44:31","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"BPB  ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"DCM  ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RISKC","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"SAM  ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"PRIEQ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RELEN","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"PRFIN","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"RTZ  ","SUPCC02 ","2020-10-12 12:27:36","2020-10-12 12:27:36","ADMIN1  ","ADMIN1  ","N","N","Y","N"
"DCM  ","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","DELINP01","2020-10-12 14:04:56","2020-10-12 14:04:56","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","DELSUP01","2020-10-12 14:12:47","2020-10-12 14:16:11","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKC","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"BPB  ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"GTS  ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"BKGOV","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"SAM  ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"RELEN","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"RISKC","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"RISKI","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"SAF  ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"DCM  ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"TEST ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"BCF  ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"PRFIN","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"LIQEU","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"RISKA","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"RTZ  ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"PRIEQ","LIQSVR02","2020-10-08 09:19:08","2020-10-08 09:19:08","LIQSVR03","LIQSVR03","Y","N","Y","N"
"DCM  ","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","DELMGR01","2020-10-12 14:14:40","2020-10-12 14:14:40","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKA","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISKI","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","AMSCARL1","2020-10-13 00:47:23","2020-10-13 00:47:23","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"TEST ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAM  ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RTZ  ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","U723252 ","2020-10-26 10:21:06","2020-10-26 10:21:06","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","TESTMGR ","2020-10-27 12:01:25","2020-10-27 12:01:25","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","LIQTST02","2020-11-04 17:17:24","2020-11-04 17:17:24","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"SAF  ","LIQTST02","2020-11-04 17:17:24","2020-11-04 17:17:24","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"PRFIN","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","INPAMT02","2020-11-06 14:37:24","2020-11-06 14:37:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MGRAMT02","2020-11-06 14:44:03","2020-11-06 14:44:03","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","Y","N","N"
"BKGOV","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","Y","Y","Y"
"CORPF","KDINPUT ","2020-11-10 20:57:37","2020-11-10 20:57:37","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"LIQEU","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","KINGSUP ","2020-11-10 21:08:44","2020-11-10 21:08:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","SKOUSR01","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","SKOUSR01","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","SKOUSR01","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","SKOUSR01","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","SKOUSR01","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","SKOUSR01","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","SKOUSR01","2020-11-18 14:50:10","2020-11-18 14:50:10","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
