"LGE_RID_EVENT","LGE_CHR_USER_ID","LGE_CHR_LOGIN_ID","LGE_CHR_NODE","LGE_CDE_EVENT","LGE_TXT_COMMENT","LGE_TSP_REC_CREATE","LGE_TSP_REC_UPDATE","LGE_UID_REC_CREATE","LGE_UID_REC_UPDATE"
"=ZEJ2G4T","SUPRON01","SUPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-11-03 18:36:29","2020-11-03 18:36:29","LS2LOCK ","LS2LOCK "
"=9EJ2G5S","INPCARL ","INPCARL                                                         ","00000A15DD79","SLGIN","SuccessfulLogin","2020-11-03 18:37:04","2020-11-03 18:37:04","LS2LOCK ","LS2LOCK "
"=)EJ2GAP","INPRON01","INPRON01                                                        ","00000A7540FD","SLGIN","SuccessfulLogin","2020-11-03 18:40:01","2020-11-03 18:40:01","LS2LOCK ","LS2LOCK "
"HDEJQKA7","SUPALN01","SUPALN01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-11-16 19:08:31","2020-11-16 19:08:31","LS2LOCK ","LS2LOCK "
"H7EJQO2S","INPRON01","INPRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-16 20:30:28","2020-11-16 20:30:28","LS2LOCK ","LS2LOCK "
"HNEJQP4D","MGRRON01","MGRRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-16 20:53:01","2020-11-16 20:53:01","LS2LOCK ","LS2LOCK "
"HXEJQP8A","INPRON01","INPRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-16 20:55:22","2020-11-16 20:55:22","LS2LOCK ","LS2LOCK "
"HQEJQRT3","INPRON01","INPRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-16 21:51:03","2020-11-16 21:51:03","LS2LOCK ","LS2LOCK "
"HLEJQYQX","MGRRON01","MGRRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-17 00:20:57","2020-11-17 00:20:57","LS2LOCK ","LS2LOCK "
"HVEJQYVF","INPRON01","INPRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-17 00:23:39","2020-11-17 00:23:39","LS2LOCK ","LS2LOCK "
"HGEJR16L","MGRRON01","MGRRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-17 01:13:33","2020-11-17 01:13:33","LS2LOCK ","LS2LOCK "
"H0EJR1AR","INPRON01","INPRON01                                                        ","00000A752015","SLGIN","SuccessfulLogin","2020-11-17 01:16:03","2020-11-17 01:16:03","LS2LOCK ","LS2LOCK "
"1DEJRULY","SUPRON01","SUPRON01                                                        ","00000A752076","SLGIN","SuccessfulLogin","2020-11-17 11:49:10","2020-11-17 11:49:10","LS2LOCK ","LS2LOCK "
"1SEJRUS9","DANUSR01","DANUSR01                                                        ","00000A7520B6","SLGIN","SuccessfulLogin","2020-11-17 11:52:57","2020-11-17 11:52:57","LS2LOCK ","LS2LOCK "
"1NEJRUWQ","SMANZANO","SMANZANO                                                        ","00000A7520A0","SLGIN","SuccessfulLogin","2020-11-17 11:55:38","2020-11-17 11:55:38","LS2LOCK ","LS2LOCK "
"1VEJRXL5","INPAMT01","INPAMT01                                                        ","00000A752094","SLGIN","SuccessfulLogin","2020-11-17 12:53:29","2020-11-17 12:53:29","LS2LOCK ","LS2LOCK "
"1GEJRXLO","LOANIQ01","LOANIQ01                                                        ","00000A15D81B","SLGIN","SuccessfulLogin","2020-11-17 12:53:48","2020-11-17 12:53:48","LS2LOCK ","LS2LOCK "
"1+EJRYD6","DANUSR01","DANUSR01                                                        ","00000A7520B6","SLGIN","SuccessfulLogin","2020-11-17 13:10:18","2020-11-17 13:10:18","LS2LOCK ","LS2LOCK "
"=9EJS1E2","SUPCARL ","SUPCARL                                                         ","00000A752056","SLGIN","SuccessfulLogin","2020-11-17 14:15:38","2020-11-17 14:15:38","LS2LOCK ","LS2LOCK "
"=)EJS1JC","MANCARL ","MANCARL                                                         ","00000A752056","SLGIN","SuccessfulLogin","2020-11-17 14:18:48","2020-11-17 14:18:48","LS2LOCK ","LS2LOCK "
"$MEJS5GA","MANCARL ","MANCARL                                                         ","00000A754163","SLGIN","SuccessfulLogin","2020-11-17 15:43:22","2020-11-17 15:43:22","LS2LOCK ","LS2LOCK "
"$WEJS5IW","INPCARL ","INPCARL                                                         ","00000A15D8E8","SLGIN","SuccessfulLogin","2020-11-17 15:44:56","2020-11-17 15:44:56","LS2LOCK ","LS2LOCK "
"$HEJS675","INPCARL ","INPCARL                                                         ","00000A15D8E8","SLGIN","SuccessfulLogin","2020-11-17 15:59:29","2020-11-17 15:59:29","LS2LOCK ","LS2LOCK "
"$1EJS6HN","INPCARL ","INPCARL                                                         ","00000A15D8E8","SLGIN","SuccessfulLogin","2020-11-17 16:05:47","2020-11-17 16:05:47","LS2LOCK ","LS2LOCK "
"$=EJS7JH","INPALN01","INPALN01                                                        ","00000A15DBD1","FLGWP","InvalidPassword","2020-11-17 16:28:28","2020-11-17 16:28:28","LS2LOCK ","LS2LOCK "
"$$EJS7JU","MGRALN01","MGRALN01                                                        ","00000A15DBD1","SLGIN","SuccessfulLogin","2020-11-17 16:28:42","2020-11-17 16:28:42","LS2LOCK ","LS2LOCK "
"D$EJSFA2","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 19:15:38","2020-11-17 19:15:38","LS2LOCK ","LS2LOCK "
"D?EJSFM3","INPCARL ","INPCARL                                                         ","00000A15D8E8","SLGIN","SuccessfulLogin","2020-11-17 19:22:51","2020-11-17 19:22:51","LS2LOCK ","LS2LOCK "
"DSEJSG5Z","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 19:34:47","2020-11-17 19:34:47","LS2LOCK ","LS2LOCK "
"?1EJSH8S","INPCARL ","INPCARL                                                         ","00000A15D8E8","SLGIN","SuccessfulLogin","2020-11-17 19:58:04","2020-11-17 19:58:04","LS2LOCK ","LS2LOCK "
"?=EJSI5F","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 20:17:39","2020-11-17 20:17:39","LS2LOCK ","LS2LOCK "
"?$EJSIGU","KDINPUT ","KDINPUT                                                         ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 20:24:30","2020-11-17 20:24:30","LS2LOCK ","LS2LOCK "
"?DEJSIJ6","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 20:25:54","2020-11-17 20:25:54","LS2LOCK ","LS2LOCK "
"??EJSKKY","DANUSR01","DANUSR01                                                        ","00000A15D8F7","SLGIN","SuccessfulLogin","2020-11-17 21:10:10","2020-11-17 21:10:10","LS2LOCK ","LS2LOCK "
"?SEJSKPX","KDUENAPP","KDUENAPP                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 21:13:09","2020-11-17 21:13:09","LS2LOCK ","LS2LOCK "
"?7EJSKUH","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 21:15:53","2020-11-17 21:15:53","LS2LOCK ","LS2LOCK "
"?XEJSLCH","INPCARL ","INPCARL                                                         ","00000A15D98A","SLGIN","SuccessfulLogin","2020-11-17 21:26:41","2020-11-17 21:26:41","LS2LOCK ","LS2LOCK "
"?:EJSOPT","JOBMANGR","JOBMANGR                                                        ","00000A15D8F7","SLGIN","SuccessfulLogin","2020-11-17 22:39:29","2020-11-17 22:39:29","LS2LOCK ","LS2LOCK "
"?5EJSP5H","DANUSR01","DANUSR01                                                        ","00000A15D8F7","SLGIN","SuccessfulLogin","2020-11-17 22:48:53","2020-11-17 22:48:53","LS2LOCK ","LS2LOCK "
"?LEJSPHY","KDUENAPP","KDUENAPP                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 22:56:22","2020-11-17 22:56:22","LS2LOCK ","LS2LOCK "
"?VEJSPMH","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 22:59:05","2020-11-17 22:59:05","LS2LOCK ","LS2LOCK "
"?GEJSQJC","JOBSUPER","JOBSUPER                                                        ","00000A15D8F7","SLGIN","SuccessfulLogin","2020-11-17 23:18:48","2020-11-17 23:18:48","LS2LOCK ","LS2LOCK "
"?0EJSR2G","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 23:30:16","2020-11-17 23:30:16","LS2LOCK ","LS2LOCK "
"S!EJSR8X","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-17 23:34:09","2020-11-17 23:34:09","LS2LOCK ","LS2LOCK "
"SEEJST9G","KD_SUPER","KD_SUPER                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-18 00:17:40","2020-11-18 00:17:40","LS2LOCK ","LS2LOCK "
"S.EJSTEF","KDUENAPP","KDUENAPP                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-18 00:20:39","2020-11-18 00:20:39","LS2LOCK ","LS2LOCK "
"S3EJSUXI","KD_SUPER","KD_SUPER                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-18 00:53:42","2020-11-18 00:53:42","LS2LOCK ","LS2LOCK "
"S(EJSV2C","KDUENAPP","KDUENAPP                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-18 00:56:36","2020-11-18 00:56:36","LS2LOCK ","LS2LOCK "
"S@EJSVEK","KIDUENAS","KIDUENAS                                                        ","00000A75203A","SLGIN","SuccessfulLogin","2020-11-18 01:03:56","2020-11-18 01:03:56","LS2LOCK ","LS2LOCK "
"J4EHY6SJ","INPUTNCB","INPUTNCB                                                        ","00000A752033","SLGIN","SuccessfulLogin","2020-10-13 00:50:43","2020-10-13 00:50:43","LS2LOCK ","LS2LOCK "
"JKEHY6WZ","        ","AMSCARL1                                                        ","00000A15DD0E","UNKEV","EventUnknown","2020-10-13 00:53:22","2020-10-13 00:53:22","LS2LOCK ","LS2LOCK "
"JUEHY6XL","        ","AMSCARL1                                                        ","00000A15DD0E","UNKEV","EventUnknown","2020-10-13 00:53:45","2020-10-13 00:53:45","LS2LOCK ","LS2LOCK "
"JZEHY6XQ","AMSCARL1","AMSCARL1                                                        ","00000A15DD0E","SLGIN","SuccessfulLogin","2020-10-13 00:53:50","2020-10-13 00:53:50","LS2LOCK ","LS2LOCK "
"JJEHY88Z","DANUSR01","DANUSR01                                                        ","00000A7520AB","SLGIN","SuccessfulLogin","2020-10-13 01:22:11","2020-10-13 01:22:11","LS2LOCK ","LS2LOCK "
"J3EHY8CS","DANUSR01","DANUSR01                                                        ","00000A7520AB","SLGIN","SuccessfulLogin","2020-10-13 01:24:28","2020-10-13 01:24:28","LS2LOCK ","LS2LOCK "
"J(EHY8G9","DANUSR01","DANUSR01                                                        ","00000A7520AB","SLGIN","SuccessfulLogin","2020-10-13 01:26:33","2020-10-13 01:26:33","LS2LOCK ","LS2LOCK "
"J@EHYP01","LOANIQ01","LOANIQ01                                                        ","00000A15D839","SLGIN","SuccessfulLogin","2020-10-13 07:24:01","2020-10-13 07:24:01","LS2LOCK ","LS2LOCK "
"JCEHYP4B","INPUTNCB","INPUTNCB                                                        ","00000A752033","SLGIN","SuccessfulLogin","2020-10-13 07:26:35","2020-10-13 07:26:35","LS2LOCK ","LS2LOCK "
"R9EICYWA","SUPAMT01","SUPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 00:24:10","2020-10-21 00:24:10","LS2LOCK ","LS2LOCK "
"R)EICYZ1","MGRAMT01","MGRAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 00:25:49","2020-10-21 00:25:49","LS2LOCK ","LS2LOCK "
"REEICZ6G","AMSCARL1","AMSCARL1                                                        ","00000A15D895","SLGIN","SuccessfulLogin","2020-10-21 00:30:16","2020-10-21 00:30:16","LS2LOCK ","LS2LOCK "
"R.EICZ8L","SUPAMT01","SUPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 00:31:33","2020-10-21 00:31:33","LS2LOCK ","LS2LOCK "
"ROEICZIL","INPAMT01","INPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 00:37:33","2020-10-21 00:37:33","LS2LOCK ","LS2LOCK "
"RYEICZN3","KIDUENAS","KIDUENAS                                                        ","00000A752132","SLGIN","SuccessfulLogin","2020-10-21 00:40:15","2020-10-21 00:40:15","LS2LOCK ","LS2LOCK "
"RJEICZRB","KDUENAPP","KDUENAPP                                                        ","00000A752132","SLGIN","SuccessfulLogin","2020-10-21 00:42:47","2020-10-21 00:42:47","LS2LOCK ","LS2LOCK "
"R3EICZRJ","AMSCARL1","AMSCARL1                                                        ","00000A15D895","SLGIN","SuccessfulLogin","2020-10-21 00:42:55","2020-10-21 00:42:55","LS2LOCK ","LS2LOCK "
"R(EID00A","SUPAMT01","SUPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 00:48:10","2020-10-21 00:48:10","LS2LOCK ","LS2LOCK "
"R@EID034","MGRAMT01","MGRAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 00:49:52","2020-10-21 00:49:52","LS2LOCK ","LS2LOCK "
"R;EID0XW","SUPAMT01","SUPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 01:08:20","2020-10-21 01:08:20","LS2LOCK ","LS2LOCK "
"RREID10M","KD_SUPER","KD_SUPER                                                        ","00000A752132","SLGIN","SuccessfulLogin","2020-10-21 01:09:58","2020-10-21 01:09:58","LS2LOCK ","LS2LOCK "
"R6EID11K","AMSCARL1","AMSCARL1                                                        ","00000A15D895","SLGIN","SuccessfulLogin","2020-10-21 01:10:32","2020-10-21 01:10:32","LS2LOCK ","LS2LOCK "
"RMEID14E","MGRAMT01","MGRAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 01:12:14","2020-10-21 01:12:14","LS2LOCK ","LS2LOCK "
"RWEID14W","KIDUENAS","KIDUENAS                                                        ","00000A752132","SLGIN","SuccessfulLogin","2020-10-21 01:12:32","2020-10-21 01:12:32","LS2LOCK ","LS2LOCK "
"R1EID1EN","MGRAMT01","MGRAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-21 01:18:23","2020-10-21 01:18:23","LS2LOCK ","LS2LOCK "
"R=EID1FU","KIDUENAS","KIDUENAS                                                        ","00000A752132","SLGIN","SuccessfulLogin","2020-10-21 01:19:06","2020-10-21 01:19:06","LS2LOCK ","LS2LOCK "
"7VEIFSKM","INPAMT01","INPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-22 13:00:22","2020-10-22 13:00:22","LS2LOCK ","LS2LOCK "
"7GEIFSO1","INPAMT01","INPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-22 13:02:25","2020-10-22 13:02:25","LS2LOCK ","LS2LOCK "
"70EIFSSN","INPAMT01","INPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-22 13:05:11","2020-10-22 13:05:11","LS2LOCK ","LS2LOCK "
"7+EIFT77","SUPAMT01","SUPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-22 13:13:55","2020-10-22 13:13:55","LS2LOCK ","LS2LOCK "
"NPEIFTAL","MGRAMT01","MGRAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-22 13:15:57","2020-10-22 13:15:57","LS2LOCK ","LS2LOCK "
"X!EIFVE5","JCADMIN ","JCADMIN                                                         ","00000A7520AF","SLGIN","SuccessfulLogin","2020-10-22 14:01:17","2020-10-22 14:01:17","LS2LOCK ","LS2LOCK "
"XPEIFVJQ","INPAMT01","INPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-22 14:04:38","2020-10-22 14:04:38","LS2LOCK ","LS2LOCK "
"X4EIFVND","RPTINP01","RPTINP01                                                        ","00000A7520A2","SLGIN","SuccessfulLogin","2020-10-22 14:06:49","2020-10-22 14:06:49","LS2LOCK ","LS2LOCK "
"XKEIFVQ2","SUPAMT01","SUPAMT01                                                        ","00000A754144","SLGIN","SuccessfulLogin","2020-10-22 14:08:26","2020-10-22 14:08:26","LS2LOCK ","LS2LOCK "
"XNEIG46U","JCUSR01 ","JCUSR01                                                         ","00000A15D836","SLGIN","SuccessfulLogin","2020-10-22 17:11:18","2020-10-22 17:11:18","LS2LOCK ","LS2LOCK "
"ISEIG7VS","INPCARL ","INPCARL                                                         ","00000A15D836","SLGIN","SuccessfulLogin","2020-10-22 18:31:04","2020-10-22 18:31:04","LS2LOCK ","LS2LOCK "
