"IMR_RID_SWFT_ROLE","IMR_CDE_SWFT_RTYP","IMR_RID_REM_INSTR","IMR_CDE_OWNER_TYPE","IMR_UID_REC_CREATE","IMR_UID_REC_UPDATE","IMR_TSP_REC_CREATE","IMR_TSP_REC_UPDATE","IMR_RID_SWFT_ID","IMR_TXT_ACCT_NO","IMR_TXT_CLG_CODE","IMR_TXT_TELEX_NO","IMR_TXT_ANSWRBACK","IMR_CDE_LOCCL_TYPE","IMR_TXT_DESC","IMR_CDE_BRANCH"
"LOEHP0BF","BENCR","LOEHP0BE","IRI  ","CESSINP1","CESSINP1","2020-10-07 17:16:28","2020-10-07 17:16:28","","","","","","","CBANLDCUST0001 1910651",""
"LOEHP0BG","ORCSR","LOEHP0BE","IRI  ","CESSINP1","CESSINP1","2020-10-07 17:16:28","2020-10-07 17:16:28","","","","","","","CBANLDCUST0001 1910651",""
"LOEHP0JJ","BENCR","LOEHP0JI","IRI  ","CESSINP1","CESSINP1","2020-10-07 17:17:37","2020-10-07 17:17:37","","","","","","","CBANLDCUST0001 1910651",""
"LOEHP0JK","ORCSR","LOEHP0JI","IRI  ","CESSINP1","CESSINP1","2020-10-07 17:17:37","2020-10-07 17:17:37","","","","","","","CBANLDCUST0001 1910651",""
"L#EHP7ZJ","ORCSR","L#EHP7ZH","IRI  ","CESSINP1","CESSINP1","2020-10-07 19:39:46","2020-10-07 19:39:46","","","","","","","CBANLDCUST0001 1910651",""
"L#EHP7ZI","BENCR","L#EHP7ZH","IRI  ","CESSINP1","CESSINP1","2020-10-07 19:39:46","2020-10-07 19:39:46","","","","","","","CBANLDCUST0001 1910651",""
"L+EHP9V0","ORCSR","L+EHP9UY","IRI  ","CESSINP1","CESSINP1","2020-10-07 20:30:57","2020-10-07 20:30:57","","","","","","","CBANLDCUST0001 1910651",""
"L+EHP9UZ","BENCR","L+EHP9UY","IRI  ","CESSINP1","CESSINP1","2020-10-07 20:30:57","2020-10-07 20:30:57","","","","","","","CBANLDCUST0001 1910651",""
"G$EHQMS1","ACWIN","G$EHQMN0","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:50:24","2020-10-08 10:50:24","6UE5002M","","","","","","",""
"G$EHQMTI","BENCR","G$EHQMN0","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:50:24","2020-10-08 10:50:24","","","","","","","Commonwealth Bank of Australia - OBU",""
"G$EHQMWE","SENDR","G$EHQMN0","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:50:24","2020-10-08 10:50:24","","","","","","","CBA Amsterdam",""
"G$EHQMXP","SRCOR","G$EHQMN0","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:50:24","2020-10-08 10:50:24","6UE5002M","","","","","","",""
"G$EHQMUZ","ORINS","G$EHQMN0","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:50:24","2020-10-08 10:50:24","","11111                                   ","","","","","Commonwealth Bank of Australia - OBU",""
"G$EHQN4Z","ORCSR","G$EHQMN0","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:50:24","2020-10-08 10:50:24","","","","","","","Commonwealth Bank of Australia - OBU",""
"G$EHQND4","ACWIN","G$EHQN8N","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:51:37","2020-10-08 10:51:37","6UE5002M","","","","","","",""
"G$EHQNEF","BENIN","G$EHQN8N","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:51:37","2020-10-08 10:51:37","","","","","","","Commonwealth Bank of Australia - OBU",""
"G$EHQNGE","SENDR","G$EHQN8N","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:51:37","2020-10-08 10:51:37","","","","","","","CBA Amsterdam",""
"G$EHQNHL","SRCOR","G$EHQN8N","IRI  ","LIQSVR04","LIQSVR04","2020-10-08 10:51:37","2020-10-08 10:51:37","6UE5002M","","","","","","",""
"Z8EHSLHY","ORCSR","Z8EHSLHW","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-09 16:31:18","2020-10-09 16:31:18","","","","","","","ESPS1 1413545",""
"Z8EHSLHX","BENCR","Z8EHSLHW","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-09 16:31:18","2020-10-09 16:31:18","","","","","","","ESPS1 1413545",""
"AVEI5NCR","ORCSR","AVEI5NCP","IRI  ","KIDUENAS","KIDUENAS","2020-10-16 16:30:35","2020-10-16 16:30:35","","","","","","","CUSTLEGAL41107",""
"AVEI5NCQ","BENCR","AVEI5NCP","IRI  ","KIDUENAS","KIDUENAS","2020-10-16 16:30:35","2020-10-16 16:30:35","","","","","","","CUSTLEGAL41107",""
"ZMEIA3IN","BENCR","ZMEIA3IM","IRI  ","DANUSR01","DANUSR01","2020-10-19 02:09:15","2020-10-19 02:09:15","","","","","","","CUSTLEGAL50157",""
"ZMEIA3IO","ORCSR","ZMEIA3IM","IRI  ","DANUSR01","DANUSR01","2020-10-19 02:09:15","2020-10-19 02:09:15","","","","","","","CUSTLEGAL50157",""
"ZMEIA3QR","BENCR","ZMEIA3QQ","IRI  ","DANUSR01","DANUSR01","2020-10-19 02:10:06","2020-10-19 02:10:06","","","","","","","CUSTLEGAL50157",""
"ZMEIA3QS","ORCSR","ZMEIA3QQ","IRI  ","DANUSR01","DANUSR01","2020-10-19 02:10:06","2020-10-19 02:10:06","","","","","","","CUSTLEGAL50157",""
"CUEIDC28","ORCSR","CUEIDC26","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-20 19:47:37","2020-10-20 19:47:37","","","","","","","CUSTLEGAL36103",""
"CUEIDC27","BENCR","CUEIDC26","IRI  ","MIGGY_IN","MIGGY_IN","2020-10-20 19:47:37","2020-10-20 19:47:37","","","","","","","CUSTLEGAL36103",""
"Q;EIIUO7","ORCSR","Q;EIIUO5","IRI  ","INPALN01","INPALN01","2020-10-23 19:50:42","2020-10-23 19:50:42","","","","","","","IEEBRW7642S524119",""
"Q;EIIUO6","BENCR","Q;EIIUO5","IRI  ","INPALN01","INPALN01","2020-10-23 19:50:42","2020-10-23 19:50:42","","","","","","","IEEBRW7642S524119",""
"Q;EIIUWA","BENCR","Q;EIIUW9","IRI  ","INPALN01","INPALN01","2020-10-23 19:51:58","2020-10-23 19:51:58","","","","","","","IEEBRW7642S524119",""
"Q;EIIUWB","ORCSR","Q;EIIUW9","IRI  ","INPALN01","INPALN01","2020-10-23 19:51:58","2020-10-23 19:51:58","","","","","","","IEEBRW7642S524119",""
"49EIQ1RR","BENCR","49EIQ1RQ","IRI  ","TESTINP ","TESTINP ","2020-10-27 17:46:31","2020-10-27 17:46:31","","","","","","","IEEBRW7642S630118",""
"49EIQ1RS","ORCSR","49EIQ1RQ","IRI  ","TESTINP ","TESTINP ","2020-10-27 17:46:31","2020-10-27 17:46:31","","","","","","","IEEBRW7642S630118",""
"49EIQ1ZV","BENCR","49EIQ1ZU","IRI  ","TESTINP ","TESTINP ","2020-10-27 17:47:52","2020-10-27 17:47:52","","","","","","","IEEBRW7642S630118",""
"49EIQ1ZW","ORCSR","49EIQ1ZU","IRI  ","TESTINP ","TESTINP ","2020-10-27 17:47:52","2020-10-27 17:47:52","","","","","","","IEEBRW7642S630118",""
"46EIQ8EW","BENCR","46EIQ8EV","IRI  ","INPALN01","INPALN01","2020-10-27 19:02:26","2020-10-27 19:02:26","","","","","","","IEEBRW7642S548115",""
"46EIQ8EX","ORCSR","46EIQ8EV","IRI  ","INPALN01","INPALN01","2020-10-27 19:02:26","2020-10-27 19:02:26","","","","","","","IEEBRW7642S548115",""
"46EIQ8N0","BENCR","46EIQ8MZ","IRI  ","INPALN01","INPALN01","2020-10-27 19:03:43","2020-10-27 19:03:43","","","","","","","IEEBRW7642S548115",""
"46EIQ8N1","ORCSR","46EIQ8MZ","IRI  ","INPALN01","INPALN01","2020-10-27 19:03:43","2020-10-27 19:03:43","","","","","","","IEEBRW7642S548115",""
"4MEIQ59O","BENCR","4MEIQ59N","IRI  ","INPAMT01","INPAMT01","2020-10-27 19:07:11","2020-10-27 19:07:11","","","","","","","CUSTLEGAL52131",""
"4MEIQ59P","ORCSR","4MEIQ59N","IRI  ","INPAMT01","INPAMT01","2020-10-27 19:07:11","2020-10-27 19:07:11","","","","","","","CUSTLEGAL52131",""
"4MEIQ5HS","BENCR","4MEIQ5HR","IRI  ","INPAMT01","INPAMT01","2020-10-27 19:08:37","2020-10-27 19:08:37","","","","","","","CUSTLEGAL52131",""
"4MEIQ5HT","ORCSR","4MEIQ5HR","IRI  ","INPAMT01","INPAMT01","2020-10-27 19:08:37","2020-10-27 19:08:37","","","","","","","CUSTLEGAL52131",""
"F)EIRA15","ORCSR","F)EIRA13","IRI  ","INPALN01","INPALN01","2020-10-28 08:30:40","2020-10-28 08:30:40","","","","","","","IEEBRW7642S519103",""
"F)EIRA14","BENCR","F)EIRA13","IRI  ","INPALN01","INPALN01","2020-10-28 08:30:40","2020-10-28 08:30:40","","","","","","","IEEBRW7642S519103",""
"F)EIRA99","ORCSR","F)EIRA97","IRI  ","INPALN01","INPALN01","2020-10-28 08:31:58","2020-10-28 08:31:58","","","","","","","IEEBRW7642S519103",""
"F)EIRA98","BENCR","F)EIRA97","IRI  ","INPALN01","INPALN01","2020-10-28 08:31:58","2020-10-28 08:31:58","","","","","","","IEEBRW7642S519103",""
"Y(EITD2H","BENCR","Y(EITD2G","IRI  ","INPAMT01","INPAMT01","2020-10-29 11:21:56","2020-10-29 11:21:56","","","","","","","CUSTLEGAL08146",""
"Y(EITD2I","ORCSR","Y(EITD2G","IRI  ","INPAMT01","INPAMT01","2020-10-29 11:21:56","2020-10-29 11:21:56","","","","","","","CUSTLEGAL08146",""
"7CEJ6XUW","BENCR","7CEJ6XUV","IRI  ","INPAMT01","INPAMT01","2020-11-05 20:50:37","2020-11-05 20:50:37","","","","","","","ESPS1 1813815",""
"7CEJ6XUX","ORCSR","7CEJ6XUV","IRI  ","INPAMT01","INPAMT01","2020-11-05 20:50:37","2020-11-05 20:50:37","","","","","","","ESPS1 1813815",""
"7CEJ6Y30","BENCR","7CEJ6Y2Z","IRI  ","INPAMT01","INPAMT01","2020-11-05 20:51:41","2020-11-05 20:51:41","","","","","","","ESPS1 1813815",""
"7CEJ6Y31","ORCSR","7CEJ6Y2Z","IRI  ","INPAMT01","INPAMT01","2020-11-05 20:51:41","2020-11-05 20:51:41","","","","","","","ESPS1 1813815",""
"#FEJ8ZCA","BENCR","#FEJ8ZC9","IRI  ","INPAMT02","INPAMT02","2020-11-06 23:02:17","2020-11-06 23:02:17","","","","","","","ESPS1 2015936",""
"#FEJ8ZCB","ORCSR","#FEJ8ZC9","IRI  ","INPAMT02","INPAMT02","2020-11-06 23:02:17","2020-11-06 23:02:17","","","","","","","ESPS1 2015936",""
"#FEJ8ZKE","BENCR","#FEJ8ZKD","IRI  ","INPAMT02","INPAMT02","2020-11-06 23:03:08","2020-11-06 23:03:08","","","","","","","ESPS1 2015936",""
"#FEJ8ZKF","ORCSR","#FEJ8ZKD","IRI  ","INPAMT02","INPAMT02","2020-11-06 23:03:08","2020-11-06 23:03:08","","","","","","","ESPS1 2015936",""
"#YEJ928Q","ORCSR","#YEJ928O","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:21:41","2020-11-07 00:21:41","","","","","","","ESPS1 2010632",""
"#YEJ928P","BENCR","#YEJ928O","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:21:41","2020-11-07 00:21:41","","","","","","","ESPS1 2010632",""
"#YEJ92GT","BENCR","#YEJ92GS","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:22:44","2020-11-07 00:22:44","","","","","","","ESPS1 2010632",""
"#YEJ92GU","ORCSR","#YEJ92GS","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:22:44","2020-11-07 00:22:44","","","","","","","ESPS1 2010632",""
"#YEJ92PI","BENCR","#YEJ92PH","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:27:20","2020-11-07 00:27:20","","","","","","","ESPS1 2010632",""
"#YEJ92PJ","ORCSR","#YEJ92PH","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:27:20","2020-11-07 00:27:20","","","","","","","ESPS1 2010632",""
"#YEJ92XM","BENCR","#YEJ92XL","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:28:13","2020-11-07 00:28:13","","","","","","","ESPS1 2010632",""
"#YEJ92XN","ORCSR","#YEJ92XL","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:28:13","2020-11-07 00:28:13","","","","","","","ESPS1 2010632",""
"#@EJ9453","ORCSR","#@EJ9451","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:54:08","2020-11-07 00:54:08","","","","","","","ESPS1 2010632",""
"#@EJ9452","BENCR","#@EJ9451","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:54:08","2020-11-07 00:54:08","","","","","","","ESPS1 2010632",""
"#@EJ94D6","BENCR","#@EJ94D5","IRI  ","DANUSR01","DANUSR01","2020-11-07 00:55:03","2020-11-07 00:55:03","","","","","","","ESPS1 2010632",""
"CGEI06QD","BENIN","CGEI06QB","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","222222                                  ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06QF","SRCOR","CGEI06QB","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06QC","ACWIN","CGEI06QB","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06QE","SENDR","CGEI06QB","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","CBA Amsterdam",""
"CGEI06QK","SRCOR","CGEI06QG","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06QI","BENIN","CGEI06QG","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","222222                                  ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06QH","ACWIN","CGEI06QG","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06QJ","SENDR","CGEI06QG","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","CBA Amsterdam",""
"CGEI06PZ","SENDR","CGEI06PV","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","CBA Amsterdam",""
"CGEI06PY","ORCSR","CGEI06PV","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06Q0","SRCOR","CGEI06PV","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06PW","ACWIN","CGEI06PV","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06PX","BENCR","CGEI06PV","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","22222222                                ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06Q3","BENCR","CGEI06Q1","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","22222222                                ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06Q5","SENDR","CGEI06Q1","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","CBA Amsterdam",""
"CGEI06Q6","SRCOR","CGEI06Q1","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06Q2","ACWIN","CGEI06Q1","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","6UE5002M","","","","","","",""
"CGEI06Q4","ORCSR","CGEI06Q1","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06QQ","ORINS","CGEI06QP","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06QS","SRCOR","CGEI06QP","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","41658030","","","","","","",""
"CGEI06QR","SENDR","CGEI06QP","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","CBA Amsterdam",""
"CGEI06QU","ORINS","CGEI06QT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06QW","SRCOR","CGEI06QT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","41658030","","","","","","",""
"CGEI06QV","SENDR","CGEI06QT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:19","2020-10-13 18:29:19","","","","","","","CBA Amsterdam",""
"CGEI06P4","ACWIN","CGEI06P3","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06P6","SENDR","CGEI06P3","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","CBA Amsterdam",""
"CGEI06P7","SRCOR","CGEI06P3","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06P5","BENIN","CGEI06P3","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","222222                                  ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06PB","SENDR","CGEI06P8","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","CBA Amsterdam",""
"CGEI06PC","SRCOR","CGEI06P8","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06P9","ACWIN","CGEI06P8","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06PA","BENIN","CGEI06P8","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","222222                                  ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06OP","BENCR","CGEI06ON","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","22222222                                ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06OS","SRCOR","CGEI06ON","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06OO","ACWIN","CGEI06ON","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06OR","SENDR","CGEI06ON","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","CBA Amsterdam",""
"CGEI06OQ","ORCSR","CGEI06ON","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06OX","SENDR","CGEI06OT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","CBA Amsterdam",""
"CGEI06OY","SRCOR","CGEI06OT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06OU","ACWIN","CGEI06OT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","6UE5002M","","","","","","",""
"CGEI06OV","BENCR","CGEI06OT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","22222222                                ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06OW","ORCSR","CGEI06OT","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06RU","ORINS","CGEI06PH","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"CGEI06RV","SENDR","CGEI06PH","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","CBA Amsterdam",""
"CGEI06RW","SRCOR","CGEI06PH","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","41658030","","","","","","",""
"CGEI06S0","SRCOR","CGEI06RX","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","41658030","","","","","","",""
"CGEI06RZ","SENDR","CGEI06RX","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","CBA Amsterdam",""
"CGEI06RY","ORINS","CGEI06RX","IRI  ","CMARTILL","CMARTILL","2020-10-13 18:29:34","2020-10-13 18:29:34","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"QOEIISGC","BENCR","QOEIISGB","IRI  ","INPALN01","INPALN01","2020-10-23 19:03:14","2020-10-23 19:03:14","","","","","","","IEEBRW7642S524119",""
"QOEIISGD","ORCSR","QOEIISGB","IRI  ","INPALN01","INPALN01","2020-10-23 19:03:14","2020-10-23 19:03:14","","","","","","","IEEBRW7642S524119",""
"QOEIISOG","BENCR","QOEIISOF","IRI  ","INPALN01","INPALN01","2020-10-23 19:04:29","2020-10-23 19:04:29","","","","","","","IEEBRW7642S524119",""
"QOEIISOH","ORCSR","QOEIISOF","IRI  ","INPALN01","INPALN01","2020-10-23 19:04:29","2020-10-23 19:04:29","","","","","","","IEEBRW7642S524119",""
"O5EIT5NJ","BENCR","O5EIT5NI","IRI  ","INPALN01","INPALN01","2020-10-29 08:58:22","2020-10-29 08:58:22","","","","","","","IEEBRW7642S542123",""
"O5EIT5NK","ORCSR","O5EIT5NI","IRI  ","INPALN01","INPALN01","2020-10-29 08:58:22","2020-10-29 08:58:22","","","","","","","IEEBRW7642S542123",""
"O5EIT5VO","ORCSR","O5EIT5VM","IRI  ","INPALN01","INPALN01","2020-10-29 08:59:55","2020-10-29 08:59:55","","","","","","","IEEBRW7642S542123",""
"O5EIT5VN","BENCR","O5EIT5VM","IRI  ","INPALN01","INPALN01","2020-10-29 08:59:55","2020-10-29 08:59:55","","","","","","","IEEBRW7642S542123",""
"JWEITFES","ORCSR","JWEITFEQ","IRI  ","INPAMT01","INPAMT01","2020-10-29 12:09:14","2020-10-29 12:09:14","","","","","","","CUSTLEGAL56150",""
"JWEITFER","BENCR","JWEITFEQ","IRI  ","INPAMT01","INPAMT01","2020-10-29 12:09:14","2020-10-29 12:09:14","","","","","","","CUSTLEGAL56150",""
"JWEITFMV","BENCR","JWEITFMU","IRI  ","INPAMT01","INPAMT01","2020-10-29 12:10:21","2020-10-29 12:10:21","","","","","","","CUSTLEGAL56150",""
"JWEITFMW","ORCSR","JWEITFMU","IRI  ","INPAMT01","INPAMT01","2020-10-29 12:10:21","2020-10-29 12:10:21","","","","","","","CUSTLEGAL56150",""
";FEIU5W7","ORCSR",";FEIU5W5","IRI  ","INPAMT01","INPAMT01","2020-10-29 22:02:08","2020-10-29 22:02:08","","","","","","","CUSTLEGAL49126",""
";FEIU5W6","BENCR",";FEIU5W5","IRI  ","INPAMT01","INPAMT01","2020-10-29 22:02:08","2020-10-29 22:02:08","","","","","","","CUSTLEGAL49126",""
";FEIU64B","ORCSR",";FEIU649","IRI  ","INPAMT01","INPAMT01","2020-10-29 22:03:15","2020-10-29 22:03:15","","","","","","","CUSTLEGAL49126",""
";FEIU64A","BENCR",";FEIU649","IRI  ","INPAMT01","INPAMT01","2020-10-29 22:03:15","2020-10-29 22:03:15","","","","","","","CUSTLEGAL49126",""
"RJEIUHGP","ORCSR","RJEIUHGN","IRI  ","INPRON01","INPRON01","2020-10-30 02:05:09","2020-10-30 02:05:09","","","","","","","CUSTLEGAL55135",""
"RJEIUHGO","BENCR","RJEIUHGN","IRI  ","INPRON01","INPRON01","2020-10-30 02:05:09","2020-10-30 02:05:09","","","","","","","CUSTLEGAL55135",""
"RJEIUHOS","BENCR","RJEIUHOR","IRI  ","INPRON01","INPRON01","2020-10-30 02:05:51","2020-10-30 02:05:51","","","","","","","CUSTLEGAL55135",""
"RJEIUHOT","ORCSR","RJEIUHOR","IRI  ","INPRON01","INPRON01","2020-10-30 02:05:51","2020-10-30 02:05:51","","","","","","","CUSTLEGAL55135",""
"RQEIVBLB","ORCSR","RQEIVBL9","IRI  ","INPRON01","INPRON01","2020-10-30 12:55:52","2020-10-30 12:55:52","","","","","","","CUSTLEGAL46120",""
"RQEIVBLA","BENCR","RQEIVBL9","IRI  ","INPRON01","INPRON01","2020-10-30 12:55:52","2020-10-30 12:55:52","","","","","","","CUSTLEGAL46120",""
"RQEIVBTE","BENCR","RQEIVBTD","IRI  ","INPRON01","INPRON01","2020-10-30 12:56:34","2020-10-30 12:56:34","","","","","","","CUSTLEGAL46120",""
"RQEIVBTF","ORCSR","RQEIVBTD","IRI  ","INPRON01","INPRON01","2020-10-30 12:56:34","2020-10-30 12:56:34","","","","","","","CUSTLEGAL46120",""
"M-EIVJV9","BENCR","M-EIVJV8","IRI  ","INPAMT01","INPAMT01","2020-10-30 15:49:34","2020-10-30 15:49:34","","","","","","","CUSTLEGAL37142",""
"M-EIVJVA","ORCSR","M-EIVJV8","IRI  ","INPAMT01","INPAMT01","2020-10-30 15:49:34","2020-10-30 15:49:34","","","","","","","CUSTLEGAL37142",""
"(CEHFVDA","SENDR","(CEHFV5H","IRI  ","FI717102","FI717102","2020-10-02 17:43:55","2020-10-02 17:43:55","@*DZF8R7","","","","","","",""
"(CEHFVF3","SRCOR","(CEHFV5H","IRI  ","FI717102","FI717102","2020-10-02 17:43:55","2020-10-02 17:43:55","6UE5002O","","","","","","",""
"7OEHMYIG","BENCR","7OEHMYIF","IRI  ","ARFELI01","ARFELI01","2020-10-06 15:23:06","2020-10-06 15:23:06","","","","","","","Sanseera Electronics Ltd 1110323",""
"7OEHMYIH","ORCSR","7OEHMYIF","IRI  ","ARFELI01","ARFELI01","2020-10-06 15:23:06","2020-10-06 15:23:06","","","","","","","Sanseera Electronics Ltd 1110323",""
"7REHN2P3","BENCR","7REHN2P2","IRI  ","INPELY01","INPELY01","2020-10-06 15:52:15","2020-10-06 15:52:15","","","","","","","CUSTLEGAL23158",""
"7REHN2P4","ORCSR","7REHN2P2","IRI  ","INPELY01","INPELY01","2020-10-06 15:52:15","2020-10-06 15:52:15","","","","","","","CUSTLEGAL23158",""
"7QEHN4RS","BENCR","7QEHN4RR","IRI  ","ARFELI01","ARFELI01","2020-10-06 16:26:18","2020-10-06 16:26:18","","","","","","","Sanseera Electronics Ltd 2311721",""
"7QEHN4RT","ORCSR","7QEHN4RR","IRI  ","ARFELI01","ARFELI01","2020-10-06 16:26:18","2020-10-06 16:26:18","","","","","","","Sanseera Electronics Ltd 2311721",""
"BNEHOJLY","ORCSR","BNEHOJLW","IRI  ","ARFELI01","ARFELI01","2020-10-07 11:28:57","2020-10-07 11:28:57","","","","","","","Sanseera Electronics Ltd 2311721",""
